,date,gu,rain_count,total_rain
899,2022.2.1,구로구,3,30.5
900,2022.2.1,금천구,4,6.5
901,2022.2.1,노원구,4,5.5
902,2022.2.1,도봉구,2,2.5
903,2022.2.1,동대문구,5,5.5
904,2022.2.1,동작구,4,5
905,2022.2.1,마포구,3,2
906,2022.2.1,서대문구,2,2
907,2022.2.1,서초구,4,7.5
908,2022.2.1,성동구,4,4
909,2022.2.1,성북구,4,4.5
910,2022.2.1,송파구,4,9
911,2022.2.1,양천구,4,4
912,2022.2.1,영등포구,4,3
913,2022.2.1,용산구,4,4
914,2022.2.1,은평구,4,3.5
915,2022.2.1,종로구,4,3
916,2022.2.1,중구,4,4
917,2022.2.1,중랑구,4,5.5
918,2022.3.1,강남구,25,230
919,2022.3.1,강동구,17,150.5
920,2022.3.1,강북구,8,101
921,2022.3.1,강서구,17,188
922,2022.3.1,관악구,16,146.5
923,2022.3.1,광진구,10,77
924,2022.3.1,구로구,7,61.5
925,2022.3.1,금천구,14,146.5
926,2022.3.1,노원구,14,205
927,2022.3.1,도봉구,7,105
928,2022.3.1,동대문구,18,178
929,2022.3.1,동작구,15,165
930,2022.3.1,마포구,16,159.5
931,2022.3.1,서대문구,8,93.5
932,2022.3.1,서초구,15,140
933,2022.3.1,성동구,17,169.5
934,2022.3.1,성북구,16,195.5
935,2022.3.1,송파구,17,150
936,2022.3.1,양천구,13,162.5
937,2022.3.1,영등포구,15,157
938,2022.3.1,용산구,15,150.5
939,2022.3.1,은평구,27,287
940,2022.3.1,종로구,16,197
941,2022.3.1,중구,17,185.5
942,2022.3.1,중랑구,19,148
943,2022.4.1,강남구,10,65
944,2022.4.1,강동구,8,56
945,2022.4.1,강북구,4,17.5
946,2022.4.1,강서구,7,34.5
947,2022.4.1,관악구,6,40.5
948,2022.4.1,광진구,5,25
949,2022.4.1,구로구,3,14.5
950,2022.4.1,금천구,7,42
951,2022.4.1,노원구,7,30
952,2022.4.1,도봉구,4,16.5
953,2022.4.1,동대문구,12,40
954,2022.4.1,동작구,7,45
955,2022.4.1,마포구,6,34.5
956,2022.4.1,서대문구,5,16.5
957,2022.4.1,서초구,7,51.5
958,2022.4.1,성동구,11,37.5
959,2022.4.1,성북구,11,38
960,2022.4.1,송파구,8,61.5
961,2022.4.1,양천구,6,34.5
962,2022.4.1,영등포구,7,32
963,2022.4.1,용산구,10,39.5
964,2022.4.1,은평구,14,54.5
965,2022.4.1,종로구,10,35.5
966,2022.4.1,중구,11,38.5
967,2022.4.1,중랑구,6,27.5
968,2022.5.1,강남구,10,29
969,2022.5.1,강동구,6,16.5
970,2022.5.1,강북구,3,5.5
971,2022.5.1,강서구,6,10
972,2022.5.1,관악구,6,15.5
973,2022.5.1,광진구,3,7.5
974,2022.5.1,구로구,4,12
975,2022.5.1,금천구,6,13.5
976,2022.5.1,노원구,7,10.5
977,2022.5.1,도봉구,4,6
978,2022.5.1,동대문구,6,10.5
979,2022.5.1,동작구,7,15
980,2022.5.1,마포구,6,12
981,2022.5.1,서대문구,3,4.5
982,2022.5.1,서초구,6,18
983,2022.5.1,성동구,6,11
984,2022.5.1,성북구,6,12.5
985,2022.5.1,송파구,6,17.5
986,2022.5.1,양천구,6,12.5
987,2022.5.1,영등포구,6,12
988,2022.5.1,용산구,6,13
989,2022.5.1,은평구,9,15
990,2022.5.1,종로구,6,9
991,2022.5.1,중구,7,37
992,2022.5.1,중랑구,6,11
993,2022.6.1,강남구,36,1323.5
994,2022.6.1,강동구,26,892
995,2022.6.1,강북구,11,437
996,2022.6.1,강서구,22,714.5
997,2022.6.1,관악구,21,737.5
998,2022.6.1,광진구,13,446
999,2022.6.1,구로구,20,790.5
1000,2022.6.1,금천구,23,739.5
1001,2022.6.1,노원구,24,941.5
1002,2022.6.1,도봉구,11,492
1003,2022.6.1,동대문구,22,861
1004,2022.6.1,동작구,23,726
1005,2022.6.1,마포구,23,712.5
1006,2022.6.1,서대문구,12,358.5
1007,2022.6.1,서초구,25,798
1008,2022.6.1,성동구,24,838
1009,2022.6.1,성북구,24,820
1010,2022.6.1,송파구,24,922.5
1011,2022.6.1,양천구,21,645.5
1012,2022.6.1,영등포구,23,644.5
1013,2022.6.1,용산구,24,718.5
1014,2022.6.1,은평구,32,1210.5
1015,2022.6.1,종로구,24,634.5
1016,2022.6.1,중구,23,779.5
1017,2022.6.1,중랑구,23,848.5
1018,2022.7.1,강남구,39,881
1019,2022.7.1,강동구,28,537.5
1020,2022.7.1,강북구,14,283
1021,2022.7.1,강서구,22,395
1022,2022.7.1,관악구,26,587
1023,2022.7.1,광진구,14,296.5
1024,2022.7.1,구로구,25,447
1025,2022.7.1,금천구,25,517.5
1026,2022.7.1,노원구,24,540.5
1027,2022.7.1,도봉구,12,269.5
1028,2022.7.1,동대문구,27,553
1029,2022.7.1,동작구,27,505
1030,2022.7.1,마포구,25,393.5
1031,2022.7.1,서대문구,12,202.5
1032,2022.7.1,서초구,25,562
1033,2022.7.1,성동구,26,521
1034,2022.7.1,성북구,24,501.5
1035,2022.7.1,송파구,28,582.5
1036,2022.7.1,양천구,20,414.5
1037,2022.7.1,영등포구,25,416
1038,2022.7.1,용산구,28,470
1039,2022.7.1,은평구,37,595.5
1040,2022.7.1,종로구,30,496.5
1041,2022.7.1,중구,27,519.5
1042,2022.7.1,중랑구,25,521
1043,2022.8.1,강남구,57,2200
1044,2022.8.1,강동구,38,1227.5
1045,2022.8.1,강북구,19,492
1046,2022.8.1,강서구,35,963.5
1047,2022.8.1,관악구,37,1445.5
1048,2022.8.1,광진구,20,597
1049,2022.8.1,구로구,36,1398
1050,2022.8.1,금천구,37,1389
1051,2022.8.1,노원구,35,1088.5
1052,2022.8.1,도봉구,16,576.5
1053,2022.8.1,동대문구,41,1177
1054,2022.8.1,동작구,36,1149
1055,2022.8.1,마포구,35,968.5
1056,2022.8.1,서대문구,19,499.5
1057,2022.8.1,서초구,36,1458.5
1058,2022.8.1,성동구,40,1112.5
1059,2022.8.1,성북구,38,1048.5
1060,2022.8.1,송파구,40,1500.5
1061,2022.8.1,양천구,40,1120.5
1062,2022.8.1,영등포구,37,1230
1063,2022.8.1,용산구,40,1188.5
1064,2022.8.1,은평구,56,1548.5
1065,2022.8.1,종로구,39,1087
1066,2022.8.1,중구,40,1165.5
1067,2022.8.1,중랑구,41,1099
1068,2022.9.1,강남구,19,786
1069,2022.9.1,강동구,14,569
1070,2022.9.1,강북구,6,189.5
1071,2022.9.1,강서구,12,362.5
1072,2022.9.1,관악구,12,457
1073,2022.9.1,광진구,6,248
1074,2022.9.1,구로구,12,421
1075,2022.9.1,금천구,12,422
1076,2022.9.1,노원구,12,351.5
1077,2022.9.1,도봉구,6,196.5
1078,2022.9.1,동대문구,12,388
1079,2022.9.1,동작구,13,432.5
1080,2022.9.1,마포구,12,424.5
1081,2022.9.1,서대문구,6,188
1082,2022.9.1,서초구,12,462
1083,2022.9.1,성동구,12,374.5
1084,2022.9.1,성북구,12,407
1085,2022.9.1,송파구,13,582.5
1086,2022.9.1,양천구,11,395.5
1087,2022.9.1,영등포구,12,395
1088,2022.9.1,용산구,12,412
1089,2022.9.1,은평구,18,540.5
1090,2022.9.1,종로구,14,399
1091,2022.9.1,중구,12,408
1092,2022.9.1,중랑구,13,418
1093,2022.10.1,강남구,17,315.5
1094,2022.10.1,강동구,12,223
1095,2022.10.1,강북구,5,179
1096,2022.10.1,강서구,10,229.5
1097,2022.10.1,관악구,10,209.5
1098,2022.10.1,광진구,6,114
1099,2022.10.1,구로구,10,223.5
1100,2022.10.1,금천구,10,227.5
1101,2022.10.1,노원구,10,329
1102,2022.10.1,도봉구,7,167.5
1103,2022.10.1,동대문구,11,268.5
1104,2022.10.1,동작구,12,242.5
1105,2022.10.1,마포구,11,226.5
1106,2022.10.1,서대문구,4,131.5
1107,2022.10.1,서초구,10,208.5
1108,2022.10.1,성동구,10,225.5
1109,2022.10.1,성북구,10,311
1110,2022.10.1,송파구,12,205
1111,2022.10.1,양천구,10,231
1112,2022.10.1,영등포구,10,217.5
1113,2022.10.1,용산구,11,226
1114,2022.10.1,은평구,13,469.5
1115,2022.10.1,종로구,14,292.5
1116,2022.10.1,중구,11,241
1117,2022.10.1,중랑구,12,270
1118,2022.11.1,강남구,15,183.5
1119,2022.11.1,강동구,11,136.5
1120,2022.11.1,강북구,5,87.5
1121,2022.11.1,강서구,10,158.5
1122,2022.11.1,관악구,10,115.5
1123,2022.11.1,광진구,5,66
1124,2022.11.1,구로구,10,135
1125,2022.11.1,금천구,10,126
1126,2022.11.1,노원구,10,167.5
1127,2022.11.1,도봉구,5,88.5
1128,2022.11.1,동대문구,11,135.5
1129,2022.11.1,동작구,10,128
1130,2022.11.1,마포구,10,159
1131,2022.11.1,서대문구,5,83
1132,2022.11.1,서초구,11,114
1133,2022.11.1,성동구,10,122
1134,2022.11.1,성북구,10,159.5
1135,2022.11.1,송파구,10,136
1136,2022.11.1,양천구,7,122
1137,2022.11.1,영등포구,11,138.5
1138,2022.11.1,용산구,9,114.5
1139,2022.11.1,은평구,22,260.5
1140,2022.11.1,종로구,10,157.5
1141,2022.11.1,중구,10,141.5
1142,2022.11.1,중랑구,10,133.5
1143,2022.12.1,강남구,10,17
1144,2022.12.1,강동구,12,12
1145,2022.12.1,강북구,8,10.5
1146,2022.12.1,강서구,9,16.5
1147,2022.12.1,관악구,10,17.5
1148,2022.12.1,광진구,3,6.5
1149,2022.12.1,구로구,8,20
1150,2022.12.1,금천구,10,18
1151,2022.12.1,노원구,10,16
1152,2022.12.1,도봉구,8,10.5
1153,2022.12.1,동대문구,11,19.5
1154,2022.12.1,동작구,12,18.5
1155,2022.12.1,마포구,9,17
1156,2022.12.1,서대문구,6,11
1157,2022.12.1,서초구,12,16
1158,2022.12.1,성동구,9,15
1159,2022.12.1,성북구,10,18.5
1160,2022.12.1,송파구,6,6
1161,2022.12.1,양천구,9,16
1162,2022.12.1,영등포구,9,17
1163,2022.12.1,용산구,7,14
1164,2022.12.1,은평구,11,22.5
1165,2022.12.1,종로구,11,17
1166,2022.12.1,중구,11,17
1167,2022.12.1,중랑구,10,12
1168,2023.1.1,강남구,18,139
1169,2023.1.1,강동구,12,87.5
1170,2023.1.1,강북구,5,47
1171,2023.1.1,강서구,13,86
1172,2023.1.1,관악구,13,77
1173,2023.1.1,광진구,7,49
1174,2023.1.1,구로구,13,82.5
1175,2023.1.1,금천구,13,84
1176,2023.1.1,노원구,13,105
1177,2023.1.1,도봉구,7,53.5
1178,2023.1.1,동대문구,13,83.5
1179,2023.1.1,동작구,12,75.5
1180,2023.1.1,마포구,11,88
1181,2023.1.1,서대문구,7,46.5
1182,2023.1.1,서초구,13,93
1183,2023.1.1,성동구,12,76
1184,2023.1.1,성북구,11,91
1185,2023.1.1,송파구,10,65.5
1186,2023.1.1,양천구,14,86
1187,2023.1.1,영등포구,14,78.5
1188,2023.1.1,용산구,12,71.5
1189,2023.1.1,은평구,17,120
1190,2023.1.1,종로구,11,84
1191,2023.1.1,중구,12,83
1192,2023.1.1,중랑구,13,89
1193,2023.2.1,강남구,5,3
1194,2023.2.1,강동구,2,1
1195,2023.2.1,강북구,0,0
1196,2023.2.1,강서구,4,2.5
1197,2023.2.1,관악구,3,2
1198,2023.2.1,광진구,1,0.5
1199,2023.2.1,구로구,4,3
1200,2023.2.1,금천구,2,1.5
1201,2023.2.1,노원구,1,0.5
1202,2023.2.1,도봉구,1,0.5
1203,2023.2.1,동대문구,2,1
1204,2023.2.1,동작구,4,3
1205,2023.2.1,마포구,4,2.5
1206,2023.2.1,서대문구,2,1.5
1207,2023.2.1,서초구,4,2.5
1208,2023.2.1,성동구,2,1
1209,2023.2.1,성북구,2,1
1210,2023.2.1,송파구,4,2
1211,2023.2.1,양천구,4,3
1212,2023.2.1,영등포구,4,2.5
1213,2023.2.1,용산구,4,2.5
1214,2023.2.1,은평구,3,1.5
1215,2023.2.1,종로구,3,1.5
1216,2023.2.1,중구,3,1.5
1217,2023.2.1,중랑구,2,1
1218,2023.3.1,강남구,6,24.5
1219,2023.3.1,강동구,4,13.5
1220,2023.3.1,강북구,2,10
1221,2023.3.1,강서구,7,22
1222,2023.3.1,관악구,6,17.5
1223,2023.3.1,광진구,2,8
1224,2023.3.1,구로구,6,22.5
1225,2023.3.1,금천구,6,21
1226,2023.3.1,노원구,4,17
1227,2023.3.1,도봉구,2,9
1228,2023.3.1,동대문구,5,16.5
1229,2023.3.1,동작구,6,19.5
1230,2023.3.1,마포구,6,22.5
1231,2023.3.1,서대문구,3,11.5
1232,2023.3.1,서초구,5,18
1233,2023.3.1,성동구,5,16
1234,2023.3.1,성북구,4,16.5
1235,2023.3.1,송파구,4,15
1236,2023.3.1,양천구,6,23
1237,2023.3.1,영등포구,7,22
1238,2023.3.1,용산구,6,17.5
1239,2023.3.1,은평구,10,34
1240,2023.3.1,종로구,6,22
1241,2023.3.1,중구,6,18.5
1242,2023.3.1,중랑구,2,7.5
1243,2023.4.1,강남구,28,257
1244,2023.4.1,강동구,20,157.5
1245,2023.4.1,강북구,9,98.5
1246,2023.4.1,강서구,18,156
1247,2023.4.1,관악구,10,78.5
1248,2023.4.1,광진구,9,82
1249,2023.4.1,구로구,17,157
1250,2023.4.1,금천구,17,163.5
1251,2023.4.1,노원구,21,202
1252,2023.4.1,도봉구,11,105.5
1253,2023.4.1,동대문구,20,194
1254,2023.4.1,동작구,21,179.5
1255,2023.4.1,마포구,17,165
1256,2023.4.1,서대문구,10,86
1257,2023.4.1,서초구,19,153.5
1258,2023.4.1,성동구,20,183.5
1259,2023.4.1,성북구,20,190
1260,2023.4.1,송파구,19,174
1261,2023.4.1,양천구,18,158
1262,2023.4.1,영등포구,18,136
1263,2023.4.1,용산구,20,165.5
1264,2023.4.1,은평구,28,241.5
1265,2023.4.1,종로구,21,188.5
1266,2023.4.1,중구,20,181.5
1267,2023.4.1,중랑구,20,137
1268,2023.5.1,강남구,20,493.5
1269,2023.5.1,강동구,13,310
1270,2023.5.1,강북구,6,168.5
1271,2023.5.1,강서구,14,257
1272,2023.5.1,관악구,9,212.5
1273,2023.5.1,광진구,5,153.5
1274,2023.5.1,구로구,11,289.5
1275,2023.5.1,금천구,11,285.5
1276,2023.5.1,노원구,11,311.5
1277,2023.5.1,도봉구,6,164.5
1278,2023.5.1,동대문구,10,309.5
1279,2023.5.1,동작구,14,309
1280,2023.5.1,마포구,12,275.5
1281,2023.5.1,서대문구,7,114.5
1282,2023.5.1,서초구,14,303.5
1283,2023.5.1,성동구,11,277.5
1284,2023.5.1,성북구,11,325
1285,2023.5.1,송파구,14,348
1286,2023.5.1,양천구,13,324.5
1287,2023.5.1,영등포구,12,265.5
1288,2023.5.1,용산구,12,289
1289,2023.5.1,은평구,20,363.5
1290,2023.5.1,종로구,10,304
1291,2023.5.1,중구,14,308
1292,2023.5.1,중랑구,10,282
1293,2023.6.1,강남구,29,493
1294,2023.6.1,강동구,20,305
1295,2023.6.1,강북구,10,211.5
1296,2023.6.1,강서구,22,269
1297,2023.6.1,관악구,20,276.5
1298,2023.6.1,광진구,10,164
1299,2023.6.1,구로구,19,268.5
1300,2023.6.1,금천구,21,283
1301,2023.6.1,노원구,21,475
1302,2023.6.1,도봉구,11,236.5
1303,2023.6.1,동대문구,21,318.5
1304,2023.6.1,동작구,21,278.5
1305,2023.6.1,마포구,22,294
1306,2023.6.1,서대문구,11,110.5
1307,2023.6.1,서초구,19,287
1308,2023.6.1,성동구,19,286.5
1309,2023.6.1,성북구,21,369.5
1310,2023.6.1,송파구,22,350
1311,2023.6.1,양천구,22,333
1312,2023.6.1,영등포구,21,283
1313,2023.6.1,용산구,20,267.5
1314,2023.6.1,은평구,31,448.5
1315,2023.6.1,종로구,22,363
1316,2023.6.1,중구,22,308
1317,2023.6.1,중랑구,21,337
1318,2023.7.1,강남구,44,1354
1319,2023.7.1,강동구,29,854.5
1320,2023.7.1,강북구,16,454
1321,2023.7.1,강서구,26,849
1322,2023.7.1,관악구,29,856
1323,2023.7.1,광진구,16,444.5
1324,2023.7.1,구로구,28,966.5
1325,2023.7.1,금천구,32,964.5
1326,2023.7.1,노원구,32,855
1327,2023.7.1,도봉구,18,456
1328,2023.7.1,동대문구,35,1055.5
1329,2023.7.1,동작구,30,891.5
1330,2023.7.1,마포구,32,871.5
1331,2023.7.1,서대문구,15,441.5
1332,2023.7.1,서초구,32,835.5
1333,2023.7.1,성동구,36,975
1334,2023.7.1,성북구,36,807
1335,2023.7.1,송파구,28,900.5
1336,2023.7.1,양천구,29,920
1337,2023.7.1,영등포구,30,962
1338,2023.7.1,용산구,29,797.5
1339,2023.7.1,은평구,47,1196
1340,2023.7.1,종로구,35,863
1341,2023.7.1,중구,33,819
1342,2023.7.1,중랑구,35,989
1343,2023.8.1,강남구,39,748
1344,2023.8.1,강동구,25,387.5
1345,2023.8.1,강북구,10,266
1346,2023.8.1,강서구,17,518
1347,2023.8.1,관악구,21,561.5
1348,2023.8.1,광진구,11,248
1349,2023.8.1,구로구,23,608.5
1350,2023.8.1,금천구,24,571.5
1351,2023.8.1,노원구,21,583
1352,2023.8.1,도봉구,9,301.5
1353,2023.8.1,동대문구,22,649
1354,2023.8.1,동작구,23,602.5
1355,2023.8.1,마포구,18,509.5
1356,2023.8.1,서대문구,10,237.5
1357,2023.8.1,서초구,23,563.5
1358,2023.8.1,성동구,20,585.5
1359,2023.8.1,성북구,24,597.5
1360,2023.8.1,송파구,26,411.5
1361,2023.8.1,양천구,22,589
1362,2023.8.1,영등포구,26,551.5
1363,2023.8.1,용산구,25,566
1364,2023.8.1,은평구,27,737.5
1365,2023.8.1,종로구,20,585
1366,2023.8.1,중구,23,592
1367,2023.8.1,중랑구,24,555.5
1368,2023.9.1,강남구,34,413.5
1369,2023.9.1,강동구,25,244
1370,2023.9.1,강북구,8,111.5
1371,2023.9.1,강서구,20,198
1372,2023.9.1,관악구,20,255.5
1373,2023.9.1,광진구,12,137.5
1374,2023.9.1,구로구,20,227
1375,2023.9.1,금천구,20,224.5
1376,2023.9.1,노원구,16,208.5
1377,2023.9.1,도봉구,8,113.5
1378,2023.9.1,동대문구,24,315
1379,2023.9.1,동작구,21,275
1380,2023.9.1,마포구,19,232
1381,2023.9.1,서대문구,9,115
1382,2023.9.1,서초구,23,264.5
1383,2023.9.1,성동구,21,259
1384,2023.9.1,성북구,20,244.5
1385,2023.9.1,송파구,23,243.5
1386,2023.9.1,양천구,20,193.5
1387,2023.9.1,영등포구,21,192.5
1388,2023.9.1,용산구,21,249.5
1389,2023.9.1,은평구,29,323.5
1390,2023.9.1,종로구,19,256.5
1391,2023.9.1,중구,21,282
1392,2023.9.1,중랑구,23,278.5
1393,2023.10.1,강남구,16,113.5
1394,2023.10.1,강동구,10,60
1395,2023.10.1,강북구,6,40.5
1396,2023.10.1,강서구,10,95.5
1397,2023.10.1,관악구,10,47.5
1398,2023.10.1,광진구,4,28
1399,2023.10.1,구로구,8,38
1400,2023.10.1,금천구,9,37
1401,2023.10.1,노원구,12,120
1402,2023.10.1,도봉구,6,62.5
1403,2023.10.1,동대문구,11,51.5
1404,2023.10.1,동작구,10,77
1405,2023.10.1,마포구,10,85.5
1406,2023.10.1,서대문구,5,32.5
1407,2023.10.1,서초구,10,85.5
1408,2023.10.1,성동구,8,45.5
1409,2023.10.1,성북구,10,59.5
1410,2023.10.1,송파구,9,65.5
1411,2023.10.1,양천구,8,63.5
1412,2023.10.1,영등포구,8,67.5
1413,2023.10.1,용산구,9,72.5
1414,2023.10.1,은평구,17,103.5
1415,2023.10.1,종로구,11,55
1416,2023.10.1,중구,10,58
1417,2023.10.1,중랑구,9,60.5
1418,2023.11.1,강남구,18,291
1419,2023.11.1,강동구,11,183.5
1420,2023.11.1,강북구,6,91.5
1421,2023.11.1,강서구,12,130.5
1422,2023.11.1,관악구,14,167.5
1423,2023.11.1,광진구,5,92.5
1424,2023.11.1,구로구,12,149.5
1425,2023.11.1,금천구,14,170.5
1426,2023.11.1,노원구,13,180
1427,2023.11.1,도봉구,7,95
1428,2023.11.1,동대문구,12,177
1429,2023.11.1,동작구,12,164
1430,2023.11.1,마포구,13,156
1431,2023.11.1,서대문구,6,82
1432,2023.11.1,서초구,13,181.5
1433,2023.11.1,성동구,16,160.5
1434,2023.11.1,성북구,12,160
1435,2023.11.1,송파구,12,184.5
1436,2023.11.1,양천구,11,146.5
1437,2023.11.1,영등포구,11,141
1438,2023.11.1,용산구,13,160
1439,2023.11.1,은평구,20,213
1440,2023.11.1,종로구,14,157
1441,2023.11.1,중구,13,149.5
1442,2023.11.1,중랑구,14,189
1443,2023.12.1,강남구,32,283
1444,2023.12.1,강동구,19,175.5
1445,2023.12.1,강북구,9,93.5
1446,2023.12.1,강서구,21,169.5
1447,2023.12.1,관악구,19,170.5
1448,2023.12.1,광진구,8,92
1449,2023.12.1,구로구,18,171.5
1450,2023.12.1,금천구,21,163
1451,2023.12.1,노원구,19,183
1452,2023.12.1,도봉구,9,99.5
1453,2023.12.1,동대문구,21,153.5
1454,2023.12.1,동작구,22,181
1455,2023.12.1,마포구,20,160
1456,2023.12.1,서대문구,10,79
1457,2023.12.1,서초구,18,185.5
1458,2023.12.1,성동구,21,146.5
1459,2023.12.1,성북구,20,168.5
1460,2023.12.1,송파구,17,160.5
1461,2023.12.1,양천구,24,160
1462,2023.12.1,영등포구,20,140
1463,2023.12.1,용산구,20,158.5
1464,2023.12.1,은평구,29,211
1465,2023.12.1,종로구,20,166
1466,2023.12.1,중구,20,156.5
1467,2023.12.1,중랑구,20,155.5
